지역,진출국가,관할무역관,기업명(국문),기업명(영문),주소,위도,경도,우편번호,진출형태,투자형태,모기업명,업종 대분류,업종 중분류
동남아대양주,인도네시아,자카르타,동서인도네시아,DONGSUH INDONESIA,"KAWASAN INDUSTRI MODERN CIKANDE JL. UTAMA MODERN CIKANDE, BLOK AA NO. 4, SERANG 42186, INDONESIA",-6.19204208,106.3209877,42186,생산법인,.,동서화학공업,C. 제조업,화학 물질 및 화학제품 제조업 (의약품 제외)
동남아대양주,인도네시아,자카르타,동성 자카르타,DONGSUNG JAKARTA,"JL. RAYA PAJAJARAN NO. 121 KEL. GANDASARI KEC. JATIUWUNG 15137 TANGERANG, INDONESIA",-6.200428237,106.5817978,15137,생산법인,.,,C. 제조업,화학 물질 및 화학제품 제조업 (의약품 제외)
동남아대양주,인도네시아,자카르타,동아 쳄인도,DONG-AH CHEMINDO,"KAWASAN MILLENNIUM INDUSTRIAL ESTATE JL. MILLENNIUM 4 BLOCK A 25 NO. 3 - 3A DESA PEUSAR, KECAMATAN PANONGAN TANGERANG 15710, INDONESIA",-6.249957611,106.5024624,15710,생산법인,.,,C. 제조업,"가죽, 가방 및 신발 제조업"
동남아대양주,인도네시아,자카르타,동안인도네시아,DONGEN CHEMICAL INDONESIA,"DELTA SILICON L INDUSTRIAL PARK, LIPPO CIKARANG JL, ANGSANA RAYA BLOK L 7 NO.1, BEKASI 17550, INDONESIA",-6.312804735,107.1194285,17550,생산법인,.,,C. 제조업,고무 및 플라스틱제품 제조업
동남아대양주,인도네시아,자카르타,동안크레아시인도네시아,DONGAN KREASI INDONESIA,"JALAN PURWADADI, DESA WANAKARTA, KAB. SUBANG 41261, INDONESIA",-6.449726506,107.6942129,41261,생산법인,.,,C. 제조업,기타 제품 제조업
동남아대양주,인도네시아,자카르타,동안크레아시인도네시아,DONGAN KREASI INDONESIA,"KAWASAN INDUSTRI HYUNDAI KAV. C3 NO.12 CIKARANG SELATAN, BEKASI 17550, INDONESIA",-6.33794654,107.1204021,17550,생산법인,.,,C. 제조업,기타 제품 제조업
동남아대양주,인도네시아,자카르타,동양니수신도,DONG YANG NISUSINDO,"DUSUN WANTILAN RT.008, RW. 003, DESA WANTILAN, KEC. CIPEUNDEUY, SUBANG, INDONESIA",-6.495261742,107.5985804,41272,생산법인,.,동양나이서스,C. 제조업,인쇄 및 기록매체 복제업
동남아대양주,인도네시아,자카르타,동양일러스트인도네시아,DONGYANG ILLUST INDONESIA,"KP. KRAJAN RT. 06 RW. 03, DESA CIKOPO, KEC. BUNGURSARI, KAB. PURWAKARTA 41181, INDONESIA",-6.422804837,107.4842672,41181,생산법인,.,"DYI CO., LTD.",C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,동요앰브로이드리,DONGYO EMBROIDERY,"JL. LOMBOK BLOK A-28 KBN CAKUNG-CILINCING JAKARTA UTARA, INDONESIA",-6.139546168,106.9353768,14140,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,동우텍,PT. DONG WOO TECH,"JL. RAYA TIGARAKSA KP.CIAPUS INDAH, INDONESIA",-6.237178074,106.4945773,15710,생산법인,단독투자,,C. 제조업,고무 및 플라스틱제품 제조업
동남아대양주,인도네시아,자카르타,동원가르멘트,DONG ONE GARMENT,"JL. TERNATE BLOK D-15A (KBN) KAWASAN BERIKAT NUSANTARA CAKUNG CILINCING JAKARTA UTARA, INDONESIA",-6.106755987,106.9452426,14140,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,동일메탈인도네시아,DONG IL METAL INDONESIA,"BEKASI INTERNASIONAL INDUSTRIAL ESTATE BLOK C-8 N0.14-16 CIKARANG SELATAN BEKASI 17550 JAWA BARAT, INDONESIA",-6.335276334,107.1287139,17550,생산법인,.,동일메탈,C. 제조업,자동차 및 트레일러 제조업
동남아대양주,인도네시아,자카르타,동주라야인도네시아,DONG JU RAYA INDONESIA,"KAWASAN INDUSTRI MM 2100 BLOCK MN 3-2, DS JATIWANGI, CIBITUNG, BEKASI, INDONESIA",-6.316625812,107.0982764,17520,생산법인,.,동주,C. 제조업,"펄프, 종이 및 종이제품 제조업"
동남아대양주,인도네시아,자카르타,동중인도네시아,DONG JUNG INDONESIA,"JL. RAYA CUKANGGALIH NO.7, CURUG KULON, CURUG, TANGERANG 15810, INDONESIA",-6.251287953,106.5502604,15810,생산법인,.,,C. 제조업,고무 및 플라스틱제품 제조업
동남아대양주,인도네시아,자카르타,동중인도네시아,DONG JUNG INDONESIA,"GEDUNG PATRA JASA LT. 18 SUITE 1821 JL. JEND. GATOT SUBROTO KAV. 32-34 JAKARTA SELATAN, INDONESIA",-6.23341247,106.8232269,12950,생산법인,.,,C. 제조업,고무 및 플라스틱제품 제조업
동남아대양주,인도네시아,자카르타,동진 인도네시아,DONGJIN INDONESIA,"INTERCON PLAZA BLOK C NO.16 JL. TAMAN KEBON JERUK, JAKARTA 11630, INDONESIA",-6.204669806,106.7431582,11630,생산법인,.,,C. 제조업,화학 물질 및 화학제품 제조업 (의약품 제외)
동남아대양주,인도네시아,자카르타,동진 텍스틸 인도네시아,DONG JIN TEXTILE INDONESIA,"ARTHA INDUSTRIAL HILL BLOCK A1 NO 6, JL TRANS HEKSA, DESA WANAJAYA, KEC TELUK JAMBI BARAT KARAWANG, JAWA BARAT, INDONESIA",-1.375828476,103.5930929,41361,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,두니아 트란스뽀르따시 로기스틱,DUNIA TRANSPORTASI LOGISTIK,"GRAHA CEMPAKA MAS BLOK A NO. 11 JL. LETJEN SUPRAPTO KAV. 3, KEMAYORAN, JAKARTA PUSAT 10640, INDONESIA",-6.16491713,106.8755445,10640,서비스법인,.,,H. 운수 및 창고업,
동남아대양주,인도네시아,자카르타,두산글로발,DOOSAN GLOBAL,"JL. RAYA CIPUTAT-PARUNG GG H NAMIN RT 02 RW 011 BOJONGSARI LAMA-ALIANDONG SAWANGAN-DEPOK 16516, INDONESIA",-6.394128523,106.7480541,16516,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,두산시나르,DOOSAN SINAR SUKABUMI,"JL. PLN ANGKRONG DS. SUNDA WENANG PARUNG KUDA SUKABUMI, INDONESIA",-6.86067375,106.7669907,43357,생산법인,.,디앤제이트레이딩,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,두산자야수까부미,DOOSAN JAYA SUKABUMI,"JL. RAYA SUKABUMI KP. CIPANGGULAN RT.06,02 KOMPA, PARUNG KUDA, KAB. SUKABUMI 43157, INDONESIA",-6.818391799,106.7573119,43157,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,두산중공업,DOOSAN HEAVY INDUSTRY & CONSTRUCTION,"PLAZA BAPINDO MANDIRI TOWER 20F JL. JEND SUDIRMAN NO54-55 JAKARTA, INDONESIA",-6.224541922,106.8076961,12190,해외지사,단독투자,두산중공업,F. 건설업,
동남아대양주,인도네시아,자카르타,두산찝따부사나자야,DOOSAN CIPTA BUSANA JAYA,"KAWASAN BERIKAT NUSANTARA(KBN), JL. MADURA V BLOK D NO.18A, JL. RAYA CAKUNG, CILINCING, JAKARTA UTARA 14140, INDONESIA",-6.140240883,106.9315496,14140,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,두왕인도네시아,PT. DOOWANG INDONESIA,"GRAHA SURVEYOR 19TH FL SUITE 1901 JL. GATOT SUBROTO KAV.56 JAKARTA 12950, INDONESIA",-6.238999478,106.832453,12950,기타,단독투자,,"M. 전문, 과학 및 기술 서비스업",
동남아대양주,인도네시아,자카르타,두원정밀,DOOWON PRECISION INDONESIA,"JL.JABABEKA 4 SFB BLOK C2 KAWASAN INDUSTRI JABABEKA, INDONESIA",-6.294872603,107.138041,17530,생산법인,.,두원정밀,C. 제조업,"전자 부품, 컴퓨터, 영상, 음향 및 기통신장비 제조업"
동남아대양주,인도네시아,자카르타,둑성,DUKSUNG,"RUKO DOT COM GREEN NO. 20 SCBD PARAMOUNT GADING SERPONG TANGERANG 15810, INDONESIA",-6.258758249,106.6295023,15810,생산법인,.,덕성,C. 제조업,"가죽, 가방 및 신발 제조업"
동남아대양주,인도네시아,자카르타,드림웨어,DREAM WEAR,"JL. RAYA GUNUNG SINDUR NO.27 BOGOR 16340, INDONESIA",-6.36349538,106.7178658,16340,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,디나미까파나시아,DINAMIKA PANASIA,"JL. RAYA PROF DR. IR. SOETAMI KM. 8 KP. BINONG NO.57 CITERAS, RANGKAS BITUNG, KAB. LEBAK, BANTEN 42312, INDONESIA",-6.332980755,106.3456643,42312,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,디나시라슴바다,DINASIRA SEMBADA,"JL. PADA SUKA II NO 44 (JL. RAYA MAUK KM.2) TANGERANG, INDONESIA",-6.168004014,106.6171316,15112,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,디스포 자야 인도네시아,DISPO JAYA INDONESIA,"JL.INDUSTRI RAYA III BLOK AE NO.7, KAWASAN INDUSTRY JATAKE, TANGERANG 15135, INDONESIA",-6.197848495,106.5753583,15135,생산법인,.,,C. 제조업,고무 및 플라스틱제품 제조업
동남아대양주,인도네시아,자카르타,디안닝사리스자트라,DIAN NINGSARI SEJAHTERA (DNS),"JL RAYA JAKARTA BOGOR KM 41, 2 CIBINONG BOGOR, INDONESIA",-6.473972926,106.8254128,16916,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,디자인에이스,DESIGN ACE," JL. RS. FATMAWATI NO.14 A-B, RT.001,RW.003, CILANDAK BARAT, CILANDAK, JAKARTA SELATAN, JAKARTA 12430, INDONESIA",-6.290002466,106.7955862,12430,서비스법인,.,,"M. 전문, 과학 및 기술 서비스업",
동남아대양주,인도네시아,자카르타,디케이인터내셔날,DK INTERNATIONAL,"KP.SUKAMANAH KAW LUWITEK A-2 DESA ANGGADITA KEC KLARI KAB KARAWANG, INDONESIA",-6.350231469,107.334714,41371,서비스법인,.,,"M. 전문, 과학 및 기술 서비스업",
동남아대양주,인도네시아,자카르타,디코리 인터내셔날,DECOREE INTERNATIONAL,"L'AVENUE LT.27, JL RAYA PASAR MINGGU KAV.16 PANCORAN, JAKARTA SELATAN, DKI JAKARTA, INDONESIA",-6.248339322,106.844115,12780,서비스법인,.,Decoree International,"M. 전문, 과학 및 기술 서비스업",
동남아대양주,인도네시아,자카르타,땅그랑 반튼 한인회,KOREAN ASSOCIATION TANGERANG BANTEN,"RUKO PINANGSIA BLOCK D NO.23 KEL.PANUNGGANGAN BARAT, KEC. CIBODAS, TANGERANG, INDONESIA",-6.222830891,106.6185882,15138,기타,.,,"S. 협회 및 단체, 수리 및 기타 개인 서비스업",
동남아대양주,인도네시아,자카르타,뚜나스 코인 자야,TUNAS KOIN JAYA,"DESA TALAGA RT,RW.002,02 KEC. CIKUPA TANGERANG, INDONESIA",-6.212090469,106.5079266,15710,생산법인,.,,C. 제조업,기타 기계 및 장비 제조업
동남아대양주,인도네시아,자카르타,띠가경승가르멘,TIGA KYUNGSEUNG GARMEN,"JL. RAYA CIPEUNDEUY KM 25 RT 020,006, CIPEUNDEUY, SUBANG, JAWA BARAT 41272, INDONESIA",-6.502528188,107.5773785,41272,생산법인,.,경승,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,띠가구눙인터네셔널,TIGA GUNUNG INTERNATIONAL,"JL. MELATI NO 8 KP BARU RT 01,08, DS WANAHERANG, GUNUNG PUTRI, BOGOR, INDONESIA",-6.555725172,106.826125,16965,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,라라스 삿와,LARAS SATWA,"JL. TAMAN PERMATA NO. 258 LIPPO KARAWACI, TANGERANG, INDONESIA",-6.223664408,106.5890338,15810,서비스법인,.,,"S. 협회 및 단체, 수리 및 기타 개인 서비스업",
동남아대양주,인도네시아,자카르타,라세르피아 텍,LASERPIA TECH,"JL. RAYA SERANG KM. 16 (JL.COLOMBUS NO.77) DESA TALAGA, CIKUPA TANGERANG 15710, INDONESIA",-6.182192713,106.4731479,15710,생산법인,.,,C. 제조업,기타 제품 제조업
동남아대양주,인도네시아,자카르타,라운드테이블,TRIBAL ROUNDTABLE,"PT. MEJA BUNDAR KOMUNIKA DARMAWANGSA SQUARE THE CITY WALK LANTAI 1, UNIT.165 JL. DARMAWANGSA VI &AMP;AMP; IX, PULO - KEBAYORAN BARU JAKARTA SELATAN",-6.253989329,106.8019534,12160,.,.,,.,
동남아대양주,인도네시아,자카르타,라이프 우따마 인더스트리 & 트래딩,LIFE UTAMA INDUSTRI & TRADING,"DESA NGIMBUN RT 07 RW 03 KEL. KARANGJATI, KEC. BERGAS, KAB. SEMARANG 50552, INDONESIA",-7.172360386,110.428731,50552,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,라임 이커머스,LINE E-COMMERCE,"COHIVE 101, LT 10TH, MEGA KUNINGAN - JAKARTA SELATAN 12950, INDONESIA",-6.226225679,106.8257907,12950,판매법인,.,인스브룩,G. 도매 및 소매업,
동남아대양주,인도네시아,자카르타,락사나 아바디 프리마,LAKSANA ABADI PRIMA,"JL. RAYA SERANG KM 16, 8 CIHIDEUNG RT. 007,002. TALAGA, CIKUPA. KAB. TANGERANG BANTEN, INDONESIA",-6.223750773,106.5081819,15710,생산법인,.,,C. 제조업,기타 제품 제조업
동남아대양주,인도네시아,자카르타,락앤락인도네시아,LOCK & LOCK INDONESIA,"PALMA TOWER LT 17 UNIT EFG, JL RA KARTINI 2S SEKTOR 2, PONDOK TINANG, JAKARTA SELATAN., INDONESIA",-6.289986827,106.7827077,12310,판매법인,.,락앤락,G. 도매 및 소매업,
동남아대양주,인도네시아,자카르타,레드캡,REDCAP INDONESIA,"MENARA JAMSOSTEK, NORTH TOWER 23RD FLOOR JL.GATOT SUBROTO NO.38, JAKARTA SELATAN 12710, INDONESIA",-6.233692809,106.8213497,12710,서비스법인,.,레드캡투어,"N. 사업시설 관리, 사업 지원 및 임대 서비스업",
동남아대양주,인도네시아,자카르타,레시페,RECIFE FURNITURE,"JALAN RAYA JEPARA - KUDUS, BAPANGAN, KECAMATAN JEPARA, KABUPATEN JEPARA, JAWA TENGAH 59413, INDONESIA",-6.602524816,110.6783254,59413,생산법인,.,,C. 제조업,목재 및 나무제품 제조업 (가구 제외)
동남아대양주,인도네시아,자카르타,레오코린시아,LEO KORINSIA,"JL. CIPENDAWA BOJONG MENTENG, RAWA RUMBUH KOTAMADYA BEKASI 17117, INDONESIA",-6.299084434,106.9862815,17117,판매법인,.,,G. 도매 및 소매업,
동남아대양주,인도네시아,자카르타,레이 하르모니 카투리스티와,LEY HARMONY KHATULISTIWA,"JALAN RAYA STPI CURUG NO. 122 LEGOK SERDANG WETAN, TANGERANG 15820, INDONESIA",-6.281012683,106.5543466,15820,생산법인,.,,J. 정보통신업,
동남아대양주,인도네시아,자카르타,레인보우 캐미칼 인도네시아,RAINBOW CHEMICAL INDONESIA,"JL. JATIMULYA RT. 017, RW 002, WALAHAR, KLARI, KARAWANG, JAWA BARAT, INDONESIA",-6.379899746,107.3721405,41371,생산법인,.,,C. 제조업,화학 물질 및 화학제품 제조업 (의약품 제외)
동남아대양주,인도네시아,자카르타,로뎀투어,RODEM TOUR,"KOKAN KTC RUKO INKOPAL BLOK F 30 1ST FLOOR KELAPA GADING, JAKARTA UTARA 14240, INDONESIA",-6.15328852,106.9047245,14240,서비스법인,.,,"N. 사업시설 관리, 사업 지원 및 임대 서비스업",
동남아대양주,인도네시아,자카르타,로얄 코린다,ROYAL KORINDAH,"JL. PENJERNIHAN 1 NO.9 JAKARTA 10210, INDONESIA",-6.202914337,106.8062247,10210,생산법인,.,,C. 제조업,기타 제품 제조업
동남아대양주,인도네시아,자카르타,로얄푸스피따,ROYAL PUSPITA,"JL. KAMPUNG ANGKRONG NO.74, SUNDAWENANG, PARUNG KUDA, SUKABUMI, INDONESIA",-6.850125253,106.7581204,43157,생산법인,.,,C. 제조업,기타 제품 제조업
동남아대양주,인도네시아,자카르타,로지스올글로벌인도네시아,LOGISALL GLOBAL INDONESIA,"L’AVENUE OFFICE TOWER, LT. 11G, JL. RAYA PASAR MINGGU KAV. 16, PANCORAN, JAKARTA SELATAN 12780, INDONESIA",-6.248275331,106.8440614,12780,판매법인,.,로지스올,G. 도매 및 소매업,
동남아대양주,인도네시아,자카르타,로코디,LOKODI,"GRAND SLIPI TOWER, JL. LETJEN S. PARMAN NO.1, RT.1,RW.4, PALMERAH, KEC. PALMERAH, JAKARTA BARAT, DKI JAKARTA 11480, INDONESIA",-6.200650571,106.7983763,11480,서비스법인,단독투자,,"R. 예술, 스포츠 및 여가관련 서비스업",
동남아대양주,인도네시아,자카르타,로투스 월드 레스타리,LOTUS WORLD LESTARI,"JL. RAYA SERANG NO.KM28, SENTUL, KEC. BALARAJA, TANGERANG, BANTEN 15610, INDONESIA",-6.10590255,106.9438694,15610,생산법인,.,,C. 제조업,기타 제품 제조업
동남아대양주,인도네시아,자카르타,롯데건설인도네시아,LOTTE ENGINEERING & CONSTRUCTION,"SEQUIS CENTER, 8TH FLOOR JL. JEND. SUDIRMAN NO. 71, JAKARTA 12190, INDONESIA",-6.224607778,106.8065196,12190,서비스법인,.,롯데건설,F. 건설업,
동남아대양주,인도네시아,자카르타,롯데마트인도네시아,LOTTE MART INDONESIA,"JL.LINGKAR LUAR SELATAN KAV. 5&6, CIRACAS JAKARTA 13750, INDONESIA",-6.309123454,106.8670838,13750,판매법인,.,롯데마트,G. 도매 및 소매업,
동남아대양주,인도네시아,자카르타,롯데멤버스인도네시아,LOTTE MEMBERS INDONESIA,"WISMA KEIAI LT.14 JL. JEND. SUDIRMAN KAV. 3 JAKARTA 10220, INDONESIA",-6.207724403,106.8221859,10220,서비스법인,.,롯데카드,K. 금융 및 보험업,
동남아대양주,인도네시아,자카르타,롯데면세점,LOTTE DUTY FREE,"4TH FLOOR, CIPUTRA WORLD, JL. PROF. DR. SATRIO KAV. 3 - 5 KARET KUNINGAN, SOUTH JAKARTA 12940, INDONESIA",-6.224037609,106.8227012,12940,판매법인,합작투자,롯데면세점,G. 도매 및 소매업,
동남아대양주,인도네시아,자카르타,롯데상사,LOTTE INTERNATIONAL,"SEQUIS CENTER 8TH FL JL. JEND. SUDIRMAN KAV 71 JAKARTA SELATAN 12190, INDONESIA",-6.224533119,106.8065089,12190,판매법인,단독투자,롯데상사,G. 도매 및 소매업,
동남아대양주,인도네시아,자카르타,롯데쇼핑애비뉴(롯데백화점),LOTTE SHOPPING AVENUE INDONESIA,"JL. PROF.DR.SATRIO KAV 3-5, KARET KUNINGAN, JAKARTA 12940, INDONESIA",-6.223519144,106.8234416,12940,판매법인,.,롯데쇼핑,G. 도매 및 소매업,
동남아대양주,인도네시아,자카르타,롯데쇼핑인도네시아,LOTTE SHOPPING INDONESIA,"JL.LINGKAR LUAR SELATAN KAV. 5&6, CIRACAS JAKARTA 13750, INDONESIA",-6.309187437,106.867116,13750,판매법인,.,롯데마트,G. 도매 및 소매업,
동남아대양주,인도네시아,자카르타,롯데정보통신인도네시아,LOTTE DATA COMMUNICATION INDONESIA,"ANNEX BUILDING 3RD FLOOR, JL. LINGKAR LUAR SELATAN KAV. 5-6, SUSUKAN, CIRACAS, PASAR REBO JAKARTA TIMUR 13750, INDONESIA",-6.309045649,106.8662475,13750,서비스법인,.,롯데정보통신,J. 정보통신업,
동남아대양주,인도네시아,자카르타,롯데캐피탈,LOTTE CAPITAL INDONESIA,"WISMA KEIAI 7TH FLOOR JI. JEND. SUDIRMAN KAV. 3 JAKARTA 10220, INDONESIA",-6.205672274,106.8214639,10220,서비스법인,.,롯데캐피탈,K. 금융 및 보험업,
동남아대양주,인도네시아,자카르타,롯데케미칼인도네시아,LOTTE CHEMICAL TITAN NUSANTARA,"MANGKULUHUR CITY TOWER ONE 32ND FLOOR, JLN JENDERAL GATOT SUBROTO KAV 1-3, KARET SEMANGGI, SETIABUDI, JAKARTA SELATAN 12930, INDONESIA",-6.22095634,106.8140569,12930,생산법인,.,롯데케미칼,C. 제조업,화학 물질 및 화학제품 제조업 (의약품 제외)
동남아대양주,인도네시아,자카르타,롯데패키징,LOTTE PACKAGING,"JL. RAYA CURUG KM.11, DS KADU JAYA CURUG 15810, TANGERANG, BANTEN, INDONESIA",-6.247889736,106.5657155,15810,생산법인,.,롯데알미늄,C. 제조업,기타 제품 제조업
동남아대양주,인도네시아,자카르타,르스타리 부사나 앙군 마코타,LESTARI BUSANA ANGGUN MAHKOTA,"JL. TARUMA NEGARA NO. 12 RT. 001,01 PISANGAN, CIPUTAT TIMUR, TANGERANG 15419, INDONESIA",-6.316948272,106.7616667,15419,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,리나자야가르멘트,RINA JAYA GARMENT,"JL.RONGGOLAWE RT.02,RW.018 DS.TELUKAN KEC.GROGOL KAB.SUKOHARJO, JAWA TENGAH 57552, INDONESIA",-7.620312781,110.8243979,57552,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,리더즈월드,LEADERS WORLD,"KP. MOMONOT RT.01,11 DS. TLAJUNG UDIK, GUNUNG PUTRI KAB. BOGOR, 16962, INDONESIA",-6.45231368,106.9112588,16962,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,리싸이클 센터 인도네시아,RECYCLE CENTER INDONESIA,"JL. RAYA SERANG TELESONIC KM 8, BITUNG TANGERANG 15810, INDONESIA",-6.203738559,106.5697322,15810,생산법인,.,,C. 제조업,"가죽, 가방 및 신발 제조업"
동남아대양주,인도네시아,자카르타,마니또월드,MANITO WORLD,"JL.SILIWANGI KAMPUNG BENDA RT01,RW01 DESA BENDA, CICURUG, SUKABUMI, JAWA BARAT, INDONESIA",-6.766487482,106.7972615,43359,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,마따하리그밀랑인도네시아,MATAHARI GEMILANG INDONESIA,"JL. FATMAWATI NO. 168, BLOTONGAN, SIDOREJO, SALATIGA, INDONESIA",-7.282611616,110.4608388,50715,생산법인,.,,C. 제조업,기타 제품 제조업
동남아대양주,인도네시아,자카르타,마라나투랄,MARAH NATURAL,"JL. BOULEVARD BARAT, RUKO ITALIAN WALK BLOK B-43 4TH FL. KEC. KELAPA GADING, JAKARTA UTARA 14240, INDONESIA",-6.154762757,106.8946084,14240,판매법인,.,,G. 도매 및 소매업,
동남아대양주,인도네시아,자카르타,마음수련,TANGERANG MEDITASI (MEDITATION LIFE),"KONDOMINIUM AMARTAPURA TOWER A UNIT 36 E JL. SUTAN SYAHRIR #50, LIPPO KARAWACI 15810, INDONESIA",-6.232699504,106.6100436,15810,서비스법인,.,,"S. 협회 및 단체, 수리 및 기타 개인 서비스업",
동남아대양주,인도네시아,자카르타,마이네띠패키징,MAINETTI PACKAGING SOLUTION,"VENTURA BUILDING 5TH FLOOR, JI. R.A. KARTINI 26, CILANDAK, DKI JAKARTA 12430, INDONESIA",-6.291295402,106.7922592,12430,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,마주엘,MAJUEL,"JL. KAMPUNG RAWA ILAT RT02,RW09 DESA DAYEUH, CILEUNGSI, BOGOR, JAWA BARAT, 16820, INDONESIA",-6.419169883,106.9727638,16820,생산법인,.,,C. 제조업,기타 제품 제조업
동남아대양주,인도네시아,자카르타,마주자야에느르기,MAJU JAYA ENERGI,"JL.RAYA SULTAN AGUNG KM.28 NO.39 MEDAN SATRIA, BEKASI 17132, INDONESIA",-6.20577047,106.9771499,17132,생산법인,.,,"M. 전문, 과학 및 기술 서비스업",
동남아대양주,인도네시아,자카르타,마타아리여행사,MATA ARI TRAVEL,"MAYAPADA TOWER 703B JL. JENDRAL SUDIRMAN KAV.28 JAKARTA SELATAN, INDONESIA",-6.21335157,106.8198479,12920,서비스법인,.,,"N. 사업시설 관리, 사업 지원 및 임대 서비스업",
동남아대양주,인도네시아,자카르타,막물시스팀 인도,PT. MAKMUR SISTIMIMDO PERKASA,"GRAND WIJAYA CENTER COMPLEX BLOCK G NO. 12-AB – 3RD FLOOR, JL. WIJAYA II, KEBAYORAN BARU, JAKARTA SELATAN 12160, INDONESIA",-6.253398568,106.8001165,12160,서비스법인,M&A,,F. 건설업,
동남아대양주,인도네시아,자카르타,멀티 원 플러스,PT. MULTI ONE PLUS,"JL. BAROKAH, KP PARUNGDENGDEK, WANAHERANG, KEC. GN. PUTRI, BOGOR, JAWA BARAT 16965, INDONESIA",-6.425233643,106.9400206,16965,생산법인,합작투자,,C. 제조업,"의료, 정밀, 광학 기기 및 시계 제조업"
동남아대양주,인도네시아,자카르타,멀티콘스트럭시우따마,MULTI KONSTRUKSI UTAMA,"WISMA KORINDO LT 7, JL. M.T HARIYONO KAV. 62 JAKARTA SELATAN, INDONESIA",-6.243864211,106.844152,12780,서비스법인,.,,F. 건설업,
동남아대양주,인도네시아,자카르타,메가 블록 찔레곤,MEGABLOCK CILEGON,"JL. JEND. A.YANI, KOMP. RUKO CILEGON GREEN MEGABLOCK BLOK D3 NO 17, CIBEBER-CILEGON 42426, INDONESIA",-6.02838789,106.0755007,42426,서비스법인,.,,K. 금융 및 보험업,
동남아대양주,인도네시아,자카르타,메가 폼인도 자야,MEGA FOAMINDO JAYA,"KAWASAN INDUSTRI CIKUPA MAS KM. 17, JL. TELAGA MAS RAYA NO.17, CIKUPA, TANGERANG 15710, INDONESIA",-6.209697634,106.5124905,15710,생산법인,.,,C. 제조업,기타 제품 제조업
동남아대양주,인도네시아,자카르타,메디슨자야라야,MEDISON JAYA RAYA,"WISMA TENDEAN 5TH FL, JL.KAPT. P. TENDEAN NO.7, JAKARTA SELATAN, INDONESIA",-6.240527384,106.8217959,12790,판매법인,.,,G. 도매 및 소매업,
동남아대양주,인도네시아,자카르타,메리츠코린도보험회사,PT. MERITZ KORINDO INSURANCE,"WISMA KORINDO JL. LETJEN M.T. HARYONO NO.KAV 62 RT.2,RW.2, PANCORAN KEC. PANCORAN, JAKARTA, DAERAH KHUSUS IBUKOTA JAKARTA, INDONESIA",-6.243853546,106.8442271,12780,기타,M&A,메리츠보험,K. 금융 및 보험업,
동남아대양주,인도네시아,자카르타,메아리자야,MEARI JAYA,"JL. SANIAN BOJONG NANGKA LEGOK TANGERANG, INDONESIA",-6.260169661,106.6060165,15122,생산법인,.,,C. 제조업,기타 제품 제조업
동남아대양주,인도네시아,자카르타,명문인도네시아,MYOUNG MOON INDONESIA,"JL. KRANJI BLOK F 12, NO. 7LC CIBATU, KAWASAN DELTA SILIKON DUA, CIKARANG SELATAN 17550, INDONESIA",-6.328688922,107.1542588,17550,생산법인,.,,C. 제조업,"전자 부품, 컴퓨터, 영상, 음향 및 기통신장비 제조업"
동남아대양주,인도네시아,자카르타,명성머쉬너리,MYUNG SEONG MACHINERY,"RUKAN GRAHA CEMPAKA MAS BLOCK D NO.24 JL LETJEN SUPRAPTO, SUMUR BATU, KEMAYORAN, JAKARTA PUSAT 10640, INDONESIA",-6.165012526,106.8755508,10640,"서비스법인, 판매법인",.,,G. 도매 및 소매업,
