지역,진출국가,관할무역관,기업명(국문),기업명(영문),주소,위도,경도,우편번호,진출형태,투자형태,모기업명,업종 대분류,업종 중분류
동남아대양주,인도네시아,자카르타,글로벌쳄,GLOBAL CHEM INTERNATIONAL,"JL. SELAYAR 1 BLOK H10 MEKAR WANGI KAWASAN INDUSTRI MM 2100, INDONESIA",-6.31586187033467,107.101638019917,17530,판매법인,.,,G. 도매 및 소매업,
동남아대양주,인도네시아,자카르타,글로벌화이버인도네시아,GLOBAL FIBERINDO,"JL. PUTRA UTAMA NO.11 PASAR KEMIS, TANGERANG, INDONESIA",-6.18462423237199,106.532138329502,15560,생산법인,.,,C. 제조업,기타 제품 제조업
동남아대양주,인도네시아,자카르타,금강 현대,KUMGANG HYUNDAI,"MENDRISIO 3 BLOK C NO 31 GADING SERPONG TANGERANG, INDONESIA",-6.24232576730517,106.623569443926,15810,생산법인,.,,C. 제조업,기타 제품 제조업
동남아대양주,인도네시아,자카르타,금강공업 인도네시아,KUMKANG KIND,"WISMA SLIPI, LETJEN S. PARMAN NO.12, KEMANGGISAN, PALMERAH, JAKARTA BARAT 11480, INDONESIA",-6.18605331633383,106.79596644046,11480,생산법인,.,금강공업,C. 제조업,기타 제품 제조업
동남아대양주,인도네시아,자카르타,금강인도네시아,KUMKANG INDONESIA,"JL. GEMBOR RAYA, PASIR JAYA, JATIUWUNG, TANGERANG-BANTEN 15135, INDONESIA",-6.17753057805995,106.569510721709,15135,생산법인,.,금강,C. 제조업,"가죽, 가방 및 신발 제조업"
동남아대양주,인도네시아,자카르타,금강테크인도네시아,KUMKANG TECH INDONESIA,"KAWASAN INDUSTRI PURATI KENCANA ALAM, JALAN RAYA SERANG KM. 18.8 KAV.VIII-A, SUKA NEGARA, CIKUPA, TANGERANG 15710 BANTEN, INDONESIA",-6.20539801456941,106.496935487291,15710,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,금광 섬유 인도네시아,KEUMKANG SEMYU INDONESIA,"JL. IMAM BONJOL KM 2, 8 NO. 228 KARAWACI TANGERANG, INDONESIA",-6.20700334599679,106.619030555983,15115,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,금성 시나르 아바디,KEUM SUNG SINAR ABADI,"JL.RAYA CURUG KP. POS BITUNG RT 019 RW 004 KADU CURUG KAB. TANGERANG 15810, INDONESIA",-6.20286044674757,106.566694785086,15810,생산법인,.,,C. 제조업,"가죽, 가방 및 신발 제조업"
동남아대양주,인도네시아,자카르타,금천인도,GEUM CHEON INDO,"JL. RAYA SERANG KM. 12, RT 01 RW 05, SUKADAMAI, CIKUPA, TANGERANG, BANTEN, INDONESIA",-6.21412593903053,106.539471282415,15710,생산법인,.,,C. 제조업,금속 가공제품 제조업 (기계 및 가구 제외)
동남아대양주,인도네시아,자카르타,금호석유화학,KOREA KUMHO PETROCHEMICAL,"MENARA JAMSOSTEK 3RD FL JL. GATOT SUBROTO NO.38 JAKARTA SELATAN 12710, INDONESIA",-6.23304197041121,106.821608555505,12710,연락사무소,.,금호석유화학,B. 광업,
동남아대양주,인도네시아,자카르타,기도물리아인도네시아,KIDO MULIA INDONESIA,"JL.RAYA PANTURA CIMOHONG RT.03 RW.003 CIMOHONG, BULAKAMBA, KAB BREBES, JAWA TENGAH 52253, INDONESIA",-6.87103989136718,108.906125049076,52253,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,기도자야,KIDO JAYA,"JL. RAYA PANCAWATI KLARI KARAWANG JAWA BARAT, INDONESIA",-6.3682765318218,107.389063001634,41371,생산법인,.,기도산업,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,까랑마스웅굴,KARANGMAS UNGGUL,"JL. RAYA NAROGONG PANGKALAN 5, CIKIWUL, BANTAR GEBANG, BEKASI 17152, INDONESIA",-6.34803221084135,106.984656200072,17152,서비스법인,.,,F. 건설업,
동남아대양주,인도네시아,자카르타,까랑마스웅굴,KARANGMAS UNGGUL,"JL. GELORA VI. NO 131 PALMERAH SELATAN, JAKARTA PUSAT 10270, INDONESIA",-6.20723656051315,106.796304864417,10270,서비스법인,.,,F. 건설업,
동남아대양주,인도네시아,자카르타,까르야트리아바디,KARYA TRI ABADI,"JL RAYA CUKANG GALIH KM 1, 8 NO. 118 RT,RW 003,02 DESA CUKANG GALIH, KEC. CURUG, KAB. TANGERANG, INDONESIA",-6.250744039137,106.552841725664,15810,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,까르야트리아바디,KARYA TRI ABADI II,"DSN . PANCAWATI RT.004,01 DESA PANCAWATI KEC. KLARI KARAWANG 41371, INDONESIA",-6.36868407939984,107.388974799145,41371,생산법인,.,,C. 제조업,인쇄 및 기록매체 복제업
동남아대양주,인도네시아,자카르타,꼬띠,KOREA ORIENTAL TECHNOLOGI INDONESIA,"JL .JABABEKA 4, BLOK B 11, KAWASAN INDUSTRI JABABEKA CIKARANG BEKASI, INDONESIA",-6.34245418084248,107.155143883541,17530,생산법인,.,,C. 제조업,고무 및 플라스틱제품 제조업
동남아대양주,인도네시아,자카르타,끈차나 뿌트라 자야,KENCANA PUTRA JAYA,"JL. RAYA LEGOK, DESA CIJANTRA, PAGEDANGAN, TANGERANG 15820, INDONESIA",-6.27672826383593,106.596451247173,15820,생산법인,.,,C. 제조업,인쇄 및 기록매체 복제업
동남아대양주,인도네시아,자카르타,끈차나 에스와이 빌드,KENCANA SY BUILD 1,"KENCANA TOWER LT.3 BUSINESS PARK. KEBON JERUK JL.MERUYA ILIR RAYA NO.88 JAKARTA BARAT 11620, INDONESIA",-6.19762745107904,106.761995693105,11620,생산법인,.,,C. 제조업,기타 제품 제조업
동남아대양주,인도네시아,자카르타,끈차나 에스와이 빌드,KENCANA SY BUILD 2,"JL. ARYA JAYA SANTIKA KAMPUNG PASIR NANGKA RT001,RW002, DESA PASIR NANGKA TIGARAKSA, TANGERANG, INDONESIA",-6.24218375977525,106.468746310833,15720,생산법인,.,,C. 제조업,기타 제품 제조업
동남아대양주,인도네시아,자카르타,나노에스엔지,NANO SNG,"KOMPLEK PERGUDANGAN CENTRAL CAKUNG BLOK H2 NO.19 JL. CAKUNG CILINCING KM 3 ROROTAN, CILINCING, JAKARTA UTARA 14140, INDONESIA",-6.15222809360065,106.945204668475,14140,판매법인,.,Nano SNG,G. 도매 및 소매업,
동남아대양주,인도네시아,자카르타,나라슈밋,NARASUMMIT,"DELTA SILICON INDUSTRIAL PARK BLOK L NO.10-2, JALAN MERANTI 3, SUKARESMI, CIKARANG SELATAN, BEKASI, JAWA BARAT 17550, INDONESIA",-6.32549245187616,107.126087946881,17550,생산법인,단독투자,나라엠앤디,C. 제조업,기타 기계 및 장비 제조업
동남아대양주,인도네시아,자카르타,나래여행사,NARAE TOUR INDONESIA,"PATRA JASA OFFICE TOWER, 15TH FL. UNIT 1508A, JL. JEND. GATOT SUBROTO KAV. 32-34, JAKARTA SELATAN 12950, INDONESIA",-6.22963967712553,106.832621535663,12950,서비스법인,.,,"N. 사업시설 관리, 사업 지원 및 임대 서비스업",
동남아대양주,인도네시아,자카르타,나무플라워,NAMU FLOWER,"THE DHARMAWANGSA SQUARE LT. 3 UNIT NO. 57 JL. DHARMAWANGSA VI, RT.5,RW.1 PULO, KEBAYORAN BARU JAKARTA SELATAN, INDONESIA",-6.25257195566463,106.801802050511,12160,판매법인,.,,G. 도매 및 소매업,
동남아대양주,인도네시아,자카르타,나무플라워 아카데미,NAMU FLOWER ACADEMY,"THE DHARMAWANGSA SQUARE LT. 3 UNIT NO. 57 JL. DHARMAWANGSA VI, RT.5,RW.1 PULO, KEBAYORAN BARU JAKARTA SELATAN 12160, INDONESIA",-6.25319684499064,106.801295795383,12160,서비스법인,.,,P. 교육서비스업,
동남아대양주,인도네시아,자카르타,나이스인도네시아,NICE INDONESIA,"JL. INDUSTRI BATUJAJAR PERMAI 2 KAV.17-19 RT.06 RW.04, LAKSANAMEKAR, PADALARANG, BANDUNG BARAT, JAWA BARAT 40715, INDONESIA",-6.35301401811943,106.811444570914,40715,생산법인,.,,C. 제조업,화학 물질 및 화학제품 제조업 (의약품 제외)
동남아대양주,인도네시아,자카르타,낙성 글로발,NAKSUNG GLOBAL,"RUKO PALAZZO BLOK V3 NO. 21, VILLA MUTIARA CIKARANG SELATAN, BEKASI, INDONESIA",-6.34040894540112,107.113147266199,17530,생산법인,.,,F. 건설업,
동남아대양주,인도네시아,자카르타,남광택,NAMKWANG TECH INDONESIA,"JL. RAYA JAKARTA - SERANG KM. 68 (JL. RAYA MODERN INDUSTRI NO. 13) NAMBO ILIR, SERANG, BANTEN 42186, INDONESIA",-6.18571747598404,106.341396021506,42186,생산법인,.,,C. 제조업,"가죽, 가방 및 신발 제조업"
동남아대양주,인도네시아,자카르타,남남패션인더스트리,NAMNAM FASHION INDUSTRIES,"JL. MAHAR MARTANEGARA NO.106-A, KEC.CIMAHI TENGAH, CIMAHI, INDONESIA",-6.897360826077,107.550767755225,40522,생산법인,.,남영산업,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,낫소 인도네시아법인,PT. NASSAU SPORT INDONESIA,"JI. LANBAU, DESA SANJA, CITEUREUP 16810, BOGOR, JAWA BARRAT.",-6.49183348168529,106.864351810389,16810,"생산법인, 판매법인",합작투자(60%),주식회사 낫소,C. 제조업,기타 제품 제조업
동남아대양주,인도네시아,자카르타,네시아판파시픽,NESIA PAN-PACIFIC CLOTHING,"DUSUN KETONGGO. RT.01,RW.02, DESA KERJOLOR, KEC. NGADIROJO WONOGIRI 57681 JAWA TENGAH, INDONESIA",-7.81300246050555,111.026298356168,57681,생산법인,.,Pan-Pacific,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,네시아판파시픽,NESIA PAN-PACIFIC KNIT,"DUSUN NGADIRNO, RT.17,RW.04, KLERO, TENGARAN, SEMARANG, JAWA TENGAH 50775, INDONESIA",-7.41276019849277,110.516047468111,50775,생산법인,.,Pan-Pacific,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,노또스 우인 인다스트리스,NOTOS WOOIN INDUSTRIES,"JL. SODONG , ALTERNATIF JONGGOL RT 01 RW 03 DESA MEKARGALIH KEC. CIKALON KULON KAB. CIANJUR JAWA BARAT 43291, INDONESIA",-6.71216755218795,107.199587304979,43291,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,노블인도네시아,NOBLE INDONESIA,"JL. KP. MOMONOT, TLAJUNG UDIK, KEC. GN. PUTRI, BOGOR, JAWA BARAT 16962, INDONESIA",-6.45112155999672,106.910017422485,16962,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,농수산식품유통공사(AT),KOREA AGRO-FISHERIES & FOOD TRADE CORPORATION,"THE ENERGY BUILDING, 20TH FL. ZONE F, SCBD LOT 11A JL. JEND. SUDIRMAN KAV. 52-53, JAKARTA 12190, INDONESIA",-6.4583448157685,107.884044977533,12190,기타,.,한국농수산식품유통공사,U. 국제 및 외국기관,
동남아대양주,인도네시아,자카르타,농협사료,NONGHYUP FEED INDONESIA,"BELLEZA SHOPPING ARCADE 201, JL.LETJEN SOEPENO 34, PERMATA HIJAU, JAKARTA, INDONESIA",-6.22185042672781,106.783411188524,12210,생산법인,.,,C. 제조업,식료품 제조업
동남아대양주,인도네시아,자카르타,누가베스트소떼리아,NUGA BEST SOTERIA,"JL. KAPTEN P. TENDEAN NO. 85, MAMPANG PRAPATAN, JAKARTA SELATAN 12710, INDONESIA",-6.23999082015824,106.822526311708,12710,판매법인,.,누가의료기,G. 도매 및 소매업,
동남아대양주,인도네시아,자카르타,뉴자야인터내셔날,NEW JAYA INTERNATIONAL,"JL.RAYA NAROGONG KM.9-10 NO.7, BANTAR GEBANG, BEKASI 17151, INDONESIA",-6.3092730782057,106.984225414316,17151,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,다나코린도 자야,PT. DANAKORINDO JAYA,"JL. KOPO MAJA, CIKANDE, KEC. CIKANDE, SERANG, BANTEN, INDONESIA",-6.24076099527479,106.377113700645,42178,생산법인,단독투자,다나코레아,C. 제조업,금속 가공제품 제조업 (기계 및 가구 제외)
동남아대양주,인도네시아,자카르타,다르마아바디만디리,DARMA ABADI MANDIRI,"JL. RAYA SUKABUMI DS. TELUK PINANG RT. 01,01 CIAWI, KAB. BOGOR, INDONESIA",-6.66173688062321,106.844745963929,16720,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,다림피데타코르네시아,DALIM FIDETA KORNESIA,"KAWASAN BERIKAT NUSANTARA CAKUNG CILINCING JL. BELITUNG BLOK D-42 JAKARTA UTARA 14140, INDONESIA",-6.14425828839946,106.935889954586,14140,생산법인,.,,C. 제조업,기타 제품 제조업
동남아대양주,인도네시아,자카르타,다산판파시픽인도네시아,DASAN PAN PACIFIC INDONESIA,"JL.RAYA PARAKANSALAK, BOJONGLONGOK PARUNGKUDA KM.5 KAB.SUKABUMI 43355 - JAWA BARAT, INDONESIA",-6.7971407803558,106.706201558496,43355,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,다위전자,DAWEE ELECTRONIC INDONESIA,"JL. JABABEKA XVI BLOK U3C KAWASAN INDUSTRI JABABEKA CIKARANG BEKASI, INDONESIA",-6.28314474887731,107.14828666769,17530,생산법인,.,,C. 제조업,"전자 부품, 컴퓨터, 영상, 음향 및 기통신장비 제조업"
동남아대양주,인도네시아,자카르타,다진사우다라,DAJIN SAUDARA,"JL PANGERAN ANTASARI BLOK SIWATU, RT 009,003, DESA PURBAWINANGUN KECAMATAN PLUMBON KABUPATAN CIREBON, INDONESIA",-6.7279143153779,108.465198004622,45155,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,단 테크니컬 인도네시아,DAAN TECHNICAL INDONESIA,"TAMAN TEKNO SEKTOR XI BLOK L2. NO 19 SETU, KOTA TANGERANG SELATAN 15314, INDONESIA",-6.27342198119827,106.598806550923,15314,생산법인,.,,C. 제조업,고무 및 플라스틱제품 제조업
동남아대양주,인도네시아,자카르타,대경 인도네시아,DAE KYUNG INDONESIA,"JL. RAYA CIPENDAWA RT 3 RW 2 BOJONG MENTENG, RAWALUMBU, BEKASI 17117, INDONESIA",-6.29868574219964,106.987159705725,17117,생산법인,.,,C. 제조업,인쇄 및 기록매체 복제업
동남아대양주,인도네시아,자카르타,대경인다중공업,DAEKYUNG INDAH HEAVY INDUSTRY,"JL. AUSTRALIA LL K1 KAWASAN INDUSTRIAL KIEC CILEGON 42443, BANTEN, INDONESIA",-6.00329967987212,106.032292573319,42443,생산법인,.,대경기도계기술,C. 제조업,기타 기계 및 장비 제조업
동남아대양주,인도네시아,자카르타,대경자야아바디,DAEKYUNG JAYA ABADI,"RUKO DUTA SENTRA CIBINONG 3B JL.RAYA JAKARTA BOGOR KM 42 JAWA BARAT, INDONESIA",-6.47097002927549,106.850202398597,16916,판매법인,.,,G. 도매 및 소매업,
동남아대양주,인도네시아,자카르타,대근우따마,DAE GUN UTAMA,"JL. MUSHOLA AL-IKHSAN NO.28-30 JATIBENING PONDOK GEDE-BEKASI 17412, INDONESIA",-6.25956911329754,106.94818251528,17412,서비스법인,.,,"N. 사업시설 관리, 사업 지원 및 임대 서비스업",
동남아대양주,인도네시아,자카르타,대농글로벌,DAENONG GLOBAL,"JL. RAYA SADANG – SUBANG KM. 138, DSN. CIKADU, DESA MANYETI, KEC. DAWUAN, KAB. SUBANG - JAWA BARAT, INDONESIA",-6.53586380082763,107.69348284975,41271,생산법인,.,대농그룹,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,대대가구,DAE DAE MEBEL INDONESIA,"JL. TIRTOSAMODRO, DESA BANDENGAN RT .16,RW. 05, JEPARA 59432 JAWA TENGAH, INDONESIA",-6.56188048250037,110.661769549076,59432,생산법인,.,,C. 제조업,가구 제조업
동남아대양주,인도네시아,자카르타,대동산업,PT. DAEDONG BLIND INDONESIA,"KAWASAN INDUSTRI MILENIUM JL.MILENIUM 9 BLOK E2 NO.14 DESA PEUSAR KEC. PANONGAN KAB. TANGERANG, INDONESIA",-6.25340485686712,106.497985251992,15710,생산법인,단독투자,이지스블라인드,C. 제조업,기타 제품 제조업
동남아대양주,인도네시아,자카르타,대동인터내셔날,DAEDONG INTERNATIONAL,"JL. VETERAN II DESA TELUK PINANG CIAWI-BOGOR, INDONESIA",-6.67855324597632,106.854024294532,16720,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,대림산업,DAELIM INDUSTRIAL,"KOREA CENTER BUILDING 4TH FL, JL. JEND GATOT SUBROTO KAV.58 JAKARTA SELATAN 12950, INDONESIA",-6.23910454557464,106.832594322088,12950,해외지사,단독투자,대림산업,F. 건설업,
동남아대양주,인도네시아,자카르타,대명 케미칼,DAI MYUNG CHEMICAL,"JL. RAYA SERANG KM 11 KP. BULAKAN DESA BITUNG JAYA RT 09,04 NO 45, CIKUPA, TANGERANG, INDONESIA",-6.22083827060359,106.552578777764,15710,생산법인,.,,C. 제조업,화학 물질 및 화학제품 제조업 (의약품 제외)
동남아대양주,인도네시아,자카르타,대상,DAESANG,"JL. RAYA NAROGONG KM 14, PANGKALAN 8, 5 LIMUS NUNGGAL, CILEUNGSI, BOGOR 16820, INDONESIA",-6.36371829350187,106.975041257678,16820,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,대성 하이택,DAESUNG HI-TECH,"JL RAYA LEGOK, DESA CIJANTRA, PAGEDANGAN, TANGERANG 15335, INDONESIA",-6.31453670931614,106.583413267522,15335,생산법인,.,,C. 제조업,"가죽, 가방 및 신발 제조업"
동남아대양주,인도네시아,자카르타,대영두니아수부르,DAE YOUNG DUNIA SUBUR,"JL. SILIWANGI KM 9 NO. 75 BANTAR GEBANG BEKASI 17310, INDONESIA",-6.30685219963204,106.985083835582,17310,생산법인,.,,C. 제조업,"가죽, 가방 및 신발 제조업"
동남아대양주,인도네시아,자카르타,대우건설,DAEWOO ENGINEERING & CONSTRUCTION,"GEDUNG SONA TOPAS TOWER 16TH JL. JEND SUDIRMAN KAV 26 JAKARTA SELATAN 12920, INDONESIA",-6.21245871796223,106.820583185596,12920,해외지사,단독투자,대우건설,F. 건설업,
동남아대양주,인도네시아,자카르타,대원 에코 인도네시아,DAEWON ECO INDONESIA,"JL. PINANG BLOK F23 NO. 11E -11F DELTA SILICON 3 LIPPO CIKARANG, CICAU, CIKARANG PUSAT, KABUPATEN BEKASI JAWA BARAT 17530 INDONESIA",-6.35839406895957,107.145599926081,17530,생산법인,.,,C. 제조업,"가죽, 가방 및 신발 제조업"
동남아대양주,인도네시아,자카르타,대원 크레인 글로발,DAEWON CRANE GLOBAL,"KOREA CENTER BUILDING SUITE 606, JL.JEND GATOT SUBROTO NO.58 JAKARTA 12950, INDONESIA",-6.238982551606,106.833184275638,12950,서비스법인,.,Daewon Crane Global,F. 건설업,
동남아대양주,인도네시아,자카르타,대유포렉인도네시아,DAEYU INDONESIA,"JL. SULTAN HASANUDDIN KM.39 TAMBUN BEKASI 17510, INDONESIA",-6.25532393910101,107.062507961524,17510,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,대자야진에시아,DAEJAYA JINESIA,"KP. PURWASARI RT.01,01 PURWASARI KEC. CICURUG KAP. SUKABUMI, INDONESIA",-6.76575269043053,106.789225157395,43359,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,대한글로벌,DAEHAN GLOBAL,"JL. MAYOR OKING JAYA ATMAJA NO.112B CIBINONG-BOGOR, INDONESIA",-6.47228497935051,106.862662468614,16810,생산법인,.,대한글로벌소싱,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,대한글로벌,DAEHAN GLOBAL(HQ),"KP. JEMBATAN 2 RT 01 RW 09, KEL. KARANGASEM BARAT, KEC. CITEUREUP, KAB. BOGOR, JAWA BARAT, INDONESIA",-6.54382583147022,106.823231273894,16918,생산법인,.,대한글로벌소싱,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,대한글로벌,DAEHAN GLOBAL BREBES,"JL.RAYA CIMOHONG DESA CIMOHONG, KELURAHAN CIMOHONG, KECAMATAN BULAKAMBA, KABUPATEN BREBES, PROVINSI JAWA, INDONESIA",-6.87145413760599,108.900881309306,52253,생산법인,.,대한글로벌소싱,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,대한글로벌,DAEHAN GLOBAL II & III,"JL.RAYA KARANG TENGAH KM.14 RT 002 RW 004 DESA KARANG TENGAH, KECAMATAN CIBADAK, KABUPATEN SUKABUMI, JAWA BARAT, INDONESIA",-6.89407654862236,106.813512467633,43351,생산법인,.,대한글로벌소싱,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,대한항공㈜ 자카르타지점,KOREAN AIR JAKARTA BRANCH,"9TH FL. MAYAPADA TOWER JL. JEND. SUDIRMAN KAV.28 JAKARTA SELATAN 12910, INDONESIA",-6.21370057902833,106.821374871237,12910,서비스법인,.,대한항공,H. 운수 및 창고업,
동남아대양주,인도네시아,자카르타,대현보빈 인도네시아,DAEHYUN BOBBIN INDONESIA,"KAWASAN INDUSTRI JABABEKA I JL. JABABEKA I BLOK C NO. 19P, BEKASI, INDONESIA",-6.28852555544467,107.149491339494,17530,생산법인,단독투자,,C. 제조업,고무 및 플라스틱제품 제조업
동남아대양주,인도네시아,자카르타,대홍기획인도네시아,DAEHONG COMMUNICATIONS INDONESIA,"LOTTE BUILDING 1ST FLOOR JL. LINGKAR LUAR SELATAN KAV. 5&6 CIRACAS, JAKARTA 13750, INDONESIA",-6.30971767097114,106.866985130288,13750,서비스법인,.,대홍기획,"M. 전문, 과학 및 기술 서비스업",
동남아대양주,인도네시아,자카르타,대화 피혁,PT. DAEHWA LEATHER LESTARI,"BEKASI INT'L INDUSTRIAL ESTATE BLOCK C 10 NO 6 LIPPO CIKARANG, JAWA BARAT, INDONESIA",-6.3369803566886,107.134215454192,17530,생산법인,단독투자,,C. 제조업,"가죽, 가방 및 신발 제조업"
동남아대양주,인도네시아,자카르타,대화인도네시아,DAEHWA INDONESIA,"JL. INDUSTRI UTAMA 4 BLOK SS 6B, KAWASAN INDUSTRI JABABEKA CIKARANG, BEKASI 17530, INDONESIA",-6.2983889700947,107.159119724588,17530,생산법인,.,,C. 제조업,고무 및 플라스틱제품 제조업
동남아대양주,인도네시아,자카르타,대화찌뜨라쓰자띠,DEWA CITRA SEJATI,"JL OTONOM PASAR KEMIS KM 15 DESA TALAGASARI RT005,02 CIKUPA TANGERANG, INDONESIA",-6.21716844001815,106.518314248735,15790,생산법인,단독투자,,C. 제조업,"가죽, 가방 및 신발 제조업"
동남아대양주,인도네시아,자카르타,덕일 텍스틸 코리아 인도네시아,DUCKIL TEXTILE KOREA INDONESIA,"KAWASAN INDUSTRI CIKUPA MAS JL.BHUMIMAS BLOK VII NO.5 TANGERANG BANTEN, INDONESIA",-6.20475834775333,106.516840192485,15710,생산법인,.,덕일섬유,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,데우텍스틸인도네시아,DEWU TEXTILE INDONESIA,"JL. RAYA KOSAMBI CURUG, DUSUN KEBON KACANG, RT. 001 RW 005, DESA CIMAHI, KEC. KLARI KARAWANG, JAWA BARAT, INDONESIA",-6.41373705824239,107.377888618838,41371,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,델타매이트인도네시아,DELTA MATE INDONESIA,"JL.RAYA PADAT KARYA BOJONG RT.23,07 DS KEMBANG KUNING KEC KELAPANUNGGAL BOGOR JAWA BARAT 16820, INDONESIA",-6.39444065616719,106.949179261686,16820,생산법인,.,,C. 제조업,"가죽, 가방 및 신발 제조업"
동남아대양주,인도네시아,자카르타,도서출판 광개토,PT. KWANGGAETO SISTEM PERCETAKAN,"JL. IMAM BONJOL NO75, KEL PANUNGGAN BARAT, KEC CIBODAS, KOTA TANGERANG, BANTEN, INDONESIA",-6.21670160806337,106.618855437492,15138,생산법인,.,,C. 제조업,"펄프, 종이 및 종이제품 제조업"
동남아대양주,인도네시아,자카르타,도화엔지니어링(주),DOHWA ENGINEERING,"PLAZA ASIA 9TH FLOOR, JI. JENDRAL SUDIRMAN, KAV.59, JAKARTA 12190, INDONESIA",-6.22583977394546,106.805406237494,12190,서비스법인,.,도화엔지니어링,"M. 전문, 과학 및 기술 서비스업",
동남아대양주,인도네시아,자카르타,돌석 인도네시아,DULSEOK INDONESIA,"KOMPLEK PERGUDANGAN MULTIGUNA BIZPOINT BLOK DUBAI NO.2 JL. RAYA PEMDA TIGARAKSA CIKUPA TANGERANG 15710, INDONESIA",-6.23137823023545,106.506062648281,15710,판매법인,.,,F. 건설업,
동남아대양주,인도네시아,자카르타,동광프린팅,DONG KWANG PRINTING,"JL.MADURA I BLOK D-11A KBN CAKUNG-CILINCING JAKARTA UTARA, INDONESIA",-6.14179832574761,106.928685699413,14140,생산법인,.,,C. 제조업,인쇄 및 기록매체 복제업
동남아대양주,인도네시아,자카르타,동구 트르빗 인도네시아,DONGGU TERBIT INDONESIA,"KAWASAN INDUSTRI KENCANA ALAM (BONEN) JL. RAYA SERANG KM. 18.8 KAV. 7A, DS. SUKANEGARA, CIKUPA, TANGERANG 15710, INDONESIA",-6.20567530499125,106.497176868355,15710,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,동방인도,DONG BANG INDO,"JL. PATEMON RT 02 , RW 01, TENGANAN, SEMARANG 50775, INDONESIA",-7.1692352,110.4723854,50775,생산법인,.,,C. 제조업,"의복, 의복 액세서리 및 모피제품 제조업"
동남아대양주,인도네시아,자카르타,동부자야,DONGBU JAYA,"KP. PEDURENAN 4 RT. 01 RW. 03 DS. PEDURENAN KEC. GN. SINDUR - BOGOR 16340, INDONESIA",-6.381891858,106.7065781,16340,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,동산 홀딩스,DONGSAN HOLDINGS,"JL. KP. BARU, RT. 005 RW 004, PASIR BARAT KEC. JAMBE, TANGERANG, BANTEN 15720, INDONESIA",-6.244790713,106.5135349,15720,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,동산인더스트리,DONG SON INDUSTRY,"JL. RAYA SERANG KM 14, 5 CIKUPA TANGERANG, INDONESIA",-6.224574766,106.5271688,15710,생산법인,.,,C. 제조업,섬유제품 제조업 (의복 제외)
동남아대양주,인도네시아,자카르타,동서 퍼니쳐,PT. DONG SEO FURNITURE,"JL. PALEM MANIS 4 NO 61 KP.DUMPIT KEL GANDASARI KEC JATIUWUNG TANGERANG BANTEN, INDONESIA",-6.21557935,106.5925571,15137,생산법인,M&A,,C. 제조업,목재 및 나무제품 제조업 (가구 제외)
