,Unnamed: 0.1,Unnamed: 0,Error Link,Error
49,,,https://nypost.com/2023/12/17/news/tiktokkers-slammed-for-filming-drug-users-in-tranq-tourism/,None Title
50,,,https://nypost.com/2023/12/17/news/floods-wind-expected-to-hit-northeast-to-carolinas-in-pre-holiday-storm/,None Title
51,,,https://nypost.com/2023/12/17/news/donald-trump-dings-chris-sununu-after-haley-endorsement/,None Title
52,,,https://nypost.com/2023/12/17/news/disney-world-guests-stuck-on-steep-rollercoaster-incline-for-30-minutes/,None Title
53,,,https://nypost.com/2023/12/17/news/air-force-legend-robert-bob-pardo-famous-for-pardos-push-maneuver-dead-at-89/,None Title
54,,,https://nypost.com/2023/12/17/news/boston-tea-party-250-years-old-with-reenactments-of-the-revolutionary-protest/,None Title
55,,,https://nypost.com/2023/12/17/news/quaker-oats-recalls-granola-bars-cereals-over-salmonella-risk/,None Title
56,,,https://nypost.com/2023/12/17/news/vladimir-putin-says-joe-bidens-remark-about-russian-plan-to-attack-nato-is-complete-nonsense/,None Title
57,,,https://nypost.com/2023/12/17/news/trump-sits-ringside-with-kid-rock-for-covingtons-ufc-296-loss/,None Title
58,,,https://nypost.com/2023/12/17/news/shanda-vander-ark-vomits-when-shown-pics-of-son-she-starved-to-death/,None Title
59,,,https://nypost.com/2023/12/17/news/arlington-national-cemetery-ready-to-remove-confederate-memorial/,None Title
60,,,https://nypost.com/2023/12/17/news/washington-state-man-richard-bradley-jr-used-buried-gold-to-lure-victims/,None Title
61,,,https://nypost.com/2023/12/17/news/florida-man-steals-ingredients-to-make-screwdriver-cocktail-video/,None Title
62,,,https://www.nj.com/news/2023/12/historic-black-nj-church-tied-to-the-underground-railroad-gets-new-national-park-honor.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/news/2023/12/historic-black-nj-church-tied-to-the-underground-railroad-gets-new-national-park-honor.html on URL https://www.nj.com/news/2023/12/historic-black-nj-church-tied-to-the-underground-railroad-gets-new-national-park-honor.html
63,,,https://www.nj.com/essex/2023/12/cops-seek-tips-on-newark-woman-missing-since-november.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/essex/2023/12/cops-seek-tips-on-newark-woman-missing-since-november.html on URL https://www.nj.com/essex/2023/12/cops-seek-tips-on-newark-woman-missing-since-november.html
64,,,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html
65,,,https://www.nj.com/opinion/2023/12/dont-trash-njs-clean-energy-future-opinion.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/opinion/2023/12/dont-trash-njs-clean-energy-future-opinion.html on URL https://www.nj.com/opinion/2023/12/dont-trash-njs-clean-energy-future-opinion.html
66,,,https://www.nj.com/opinion/2023/12/fix-border-help-ukraine-but-keep-them-separate-letters.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/opinion/2023/12/fix-border-help-ukraine-but-keep-them-separate-letters.html on URL https://www.nj.com/opinion/2023/12/fix-border-help-ukraine-but-keep-them-separate-letters.html
67,,,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html
68,,,https://www.nj.com/opinion/2023/12/dont-trash-njs-clean-energy-future-opinion.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/opinion/2023/12/dont-trash-njs-clean-energy-future-opinion.html on URL https://www.nj.com/opinion/2023/12/dont-trash-njs-clean-energy-future-opinion.html
69,,,https://www.nj.com/hudson/2023/12/fbi-offers-10k-reward-for-information-on-jersey-city-woman-missing-since-2019.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/hudson/2023/12/fbi-offers-10k-reward-for-information-on-jersey-city-woman-missing-since-2019.html on URL https://www.nj.com/hudson/2023/12/fbi-offers-10k-reward-for-information-on-jersey-city-woman-missing-since-2019.html
70,,,https://www.nj.com/hudson/2023/12/popular-jersey-city-restaurants-close-as-industry-remains-altered-by-covid.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/hudson/2023/12/popular-jersey-city-restaurants-close-as-industry-remains-altered-by-covid.html on URL https://www.nj.com/hudson/2023/12/popular-jersey-city-restaurants-close-as-industry-remains-altered-by-covid.html
71,,,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html
72,,,https://www.nj.com/opinion/2023/12/searching-for-christ-at-christmastime-faith-matters.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/opinion/2023/12/searching-for-christ-at-christmastime-faith-matters.html on URL https://www.nj.com/opinion/2023/12/searching-for-christ-at-christmastime-faith-matters.html
73,,,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html
74,,,https://www.nj.com/mercer/2023/12/bomb-threat-emailed-to-multiple-houses-of-worship-in-nj-cops-say.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/mercer/2023/12/bomb-threat-emailed-to-multiple-houses-of-worship-in-nj-cops-say.html on URL https://www.nj.com/mercer/2023/12/bomb-threat-emailed-to-multiple-houses-of-worship-in-nj-cops-say.html
75,,,https://www.nj.com/opinion/2023/12/nj-transit-sticks-its-riders-and-thats-no-bull-letters.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/opinion/2023/12/nj-transit-sticks-its-riders-and-thats-no-bull-letters.html on URL https://www.nj.com/opinion/2023/12/nj-transit-sticks-its-riders-and-thats-no-bull-letters.html
76,,,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html
77,,,https://www.nj.com/education/2023/12/suspended-rutgers-palestinian-group-its-future-uncertain-gains-advocates.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/education/2023/12/suspended-rutgers-palestinian-group-its-future-uncertain-gains-advocates.html on URL https://www.nj.com/education/2023/12/suspended-rutgers-palestinian-group-its-future-uncertain-gains-advocates.html
78,,,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html
79,,,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html
80,,,https://www.nj.com/morris/2023/12/3-alarm-fire-leaves-3-firefighters-injured-7-residents-displaced.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/morris/2023/12/3-alarm-fire-leaves-3-firefighters-injured-7-residents-displaced.html on URL https://www.nj.com/morris/2023/12/3-alarm-fire-leaves-3-firefighters-injured-7-residents-displaced.html
81,,,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html
82,,,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html
83,,,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html
84,,,https://www.nj.com/opinion/2023/12/fix-border-help-ukraine-but-keep-them-separate-letters.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/opinion/2023/12/fix-border-help-ukraine-but-keep-them-separate-letters.html on URL https://www.nj.com/opinion/2023/12/fix-border-help-ukraine-but-keep-them-separate-letters.html
85,,,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html
86,,,https://www.nj.com/opinion/2023/12/dont-trash-njs-clean-energy-future-opinion.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/opinion/2023/12/dont-trash-njs-clean-energy-future-opinion.html on URL https://www.nj.com/opinion/2023/12/dont-trash-njs-clean-energy-future-opinion.html
87,,,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html
88,,,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html
89,,,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html
90,,,https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html,Article `download()` failed with 429 Client Error: Too Many Requests for url: https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html on URL https://www.nj.com/realestate-news/2023/12/see-all-homes-sold-in-these-new-jersey-counties-dec-4-to-dec-10.html
91,,,https://www.washingtonpost.com/latest-headlines/,None Title
92,,,https://www.washingtonpost.com/latest-headlines/,None Title
93,,,https://www.washingtonpost.com/latest-headlines/,None Title
94,,,https://www.washingtonpost.com/latest-headlines/,None Title
95,,,https://www.washingtonpost.com/latest-headlines/,None Title
96,,,https://www.washingtonpost.com/latest-headlines/,None Title
97,,,https://www.washingtonpost.com/latest-headlines/,None Title
98,,,https://www.washingtonpost.com/latest-headlines/,None Title
99,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
100,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
101,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
102,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
103,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
104,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
105,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
106,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
107,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
108,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
109,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
110,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
111,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
112,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
113,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
114,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
115,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
116,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
117,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
118,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
119,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
120,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
121,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
122,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
123,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
124,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
125,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
126,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
127,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
128,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
129,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
130,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
131,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
132,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
133,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
134,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title/None Title
135,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title/None Title
136,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title/None Title
137,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title/None Title
138,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title/None Title/None Title
139,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title/None Title/None Title
140,,,https://www.fox5dc.com/tag/us/md,'NoneType' object has no attribute 'find'
141,,,https://foxbaltimore.com/news/local,invalid literal for int() with base 10: ''
