,Unnamed: 0.1,Unnamed: 0,Error Link,Error
88,,,https://nypost.com/2023/12/13/news/zelensky-told-speaker-johnson-ukraine-aid-wont-run-out-until-february-contradicting-white-house/,None Title/None Title
89,,,https://nypost.com/2023/12/13/news/student-hospitalized-after-attack-at-marjory-stoneman-douglas-high-school/,None Title/None Title
90,,,https://nypost.com/2023/12/13/news/tou-ger-xiong-attended-karol-g-concert-days-before-murder-in-colombia/,None Title/None Title
91,,,https://nypost.com/2023/12/13/news/ex-iowa-deputy-reaches-plea-deal-in-death-of-k-9-partner-left-in-scorching-hot-police-truck-for-22-hours/,None Title/None Title
92,,,https://nypost.com/2023/12/13/news/trump-legal-defense-fund-spent-thousands-on-mar-a-lago-docs-show/,None Title/None Title
93,,,https://nypost.com/author/johnny-oleksinski/,None Title/None Title
94,,,https://nypost.com/2023/12/13/news/boston-mayor-under-fire-for-secret-no-whites-christmas-party/,None Title/None Title
95,,,https://nypost.com/2023/12/13/news/upenns-anne-norton-losing-professorship-over-anti-israel-posts/,None Title/None Title
96,,,https://nypost.com/2023/12/13/news/grandma-of-ga-teen-who-was-shot-multiple-times-says-she-knew-something-was-wrong-night-before-killing/,None Title/None Title
97,,,https://nypost.com/2023/12/13/tech/qr-code-scams-are-on-the-rise-ftc-warns-heres-how-to-protect-yourself/,None Title/None Title
98,,,https://nypost.com/2023/12/13/lifestyle/menorah-from-famous-1931-photo-made-a-hanukkah-trip-to-israel/,None Title/None Title
99,,,https://nypost.com/2023/12/13/news/california-man-shot-black-bear-that-repeatedly-bit-him-and-had-standoff-with-his-dog/,None Title/None Title
100,,,https://nypost.com/2023/12/13/news/southwest-airlines-is-praised-for-customers-of-size-policy/,None Title/None Title/None Title
101,,,https://nypost.com/2023/12/13/entertainment/bachelor-star-marjorie-griffiths-charged-with-supplying-drugs-and-laundering-money/,None Title/None Title/None Title
102,,,https://nypost.com/2023/12/13/news/ny-republicans-pitch-resolution-condemning-clean-slate-act/,None Title/None Title/None Title
103,,,https://nypost.com/2023/12/13/news/drunken-belligerent-tourist-sexually-molested-manatee-statue-at-florida-restaurant-police/,None Title/None Title/None Title
104,,,https://nypost.com/2023/12/13/news/danicka-bergesons-ex-faces-upgraded-murder-charges/,None Title/None Title/None Title
105,,,https://nypost.com/2023/12/13/news/the-pope-reveals-where-he-wants-to-be-buried-heres-why-its-not-the-vatican/,None Title/None Title/None Title
106,,,https://nypost.com/2023/12/13/news/trial-testimony-wraps-at-250-million-fraud-trial-against-trump/,None Title/None Title/None Title
107,,,https://nypost.com/2023/12/13/news/supreme-court-takes-jan-6-case-that-could-nix-trump-charges/,None Title/None Title/None Title
108,,,https://nypost.com/2023/12/13/news/man-allegedly-holds-atlanta-tv-news-crew-hostage-threatens-to-shoot-them/,None Title/None Title/None Title
109,,,https://nypost.com/2023/12/13/news/us-woman-kidnapped-in-guatemala-rescued-by-police/,None Title/None Title/None Title
110,,,https://nypost.com/2023/12/13/news/deputy-eic-of-putins-favorite-newspaper-found-dead-at-35/,None Title/None Title/None Title
111,,,https://nypost.com/2023/12/13/news/drone-footage-shows-hundreds-of-migrants-crossing-rio-grande/,None Title/None Title/None Title
112,,,https://nypost.com/2023/12/13/news/nj-man-found-naked-on-top-of-his-mothers-decapitated-body/,None Title/None Title/None Title
113,,,https://nypost.com/2023/12/13/news/ron-desantis-says-hed-rather-us-back-israel-over-ukraine/,None Title/None Title/None Title
114,,,https://nypost.com/2023/12/13/news/utah-couple-arrested-after-kitten-tests-positive-for-meth/,None Title/None Title/None Title
115,,,https://nypost.com/2023/12/13/news/man-blows-up-apartment-trying-to-kill-cockroach/,None Title/None Title/None Title
116,,,https://nypost.com/2023/12/13/news/supreme-court-to-decide-access-to-abortion-pill-mifepristone/,None Title/None Title/None Title
117,,,https://nypost.com/2023/12/13/news/thieves-wanted-deal-on-charges-as-stolen-items-were-on-sale/,None Title/None Title/None Title
118,,,https://nypost.com/2023/12/13/news/utah-woman-seen-hurling-abuse-at-interracial-family-pushing-pregnant-mom-in-stomach/,None Title/None Title/None Title
119,,,https://nypost.com/2023/12/13/news/gen-z-launches-its-own-political-party-in-australia-platform-includes-no-taxes-for-anyone-under-25/,None Title/None Title/None Title
120,,,https://nypost.com/2023/12/13/news/rodeo-star-jackson-williams-dies-duck-hunting-when-waders-fill-with-water-weigh-him-down/,None Title/None Title/None Title
121,,,https://nypost.com/2023/12/13/news/harvard-redefining-plagiarism-by-standing-by-claudine-gay-claims-academic-she-accused-of-copying/,None Title/None Title/None Title
122,,,https://nypost.com/2023/12/13/news/florida-school-board-asks-bridget-ziegler-to-resign/,None Title/None Title/None Title
123,,,https://nypost.com/2023/12/13/news/drunken-belligerent-tourist-sexually-molested-manatee-statue-at-florida-restaurant-police/,None Title/None Title/None Title
124,,,https://nypost.com/2023/12/13/news/danicka-bergesons-ex-faces-upgraded-murder-charges/,None Title/None Title/None Title
125,,,https://nypost.com/2023/12/13/news/the-pope-reveals-where-he-wants-to-be-buried-heres-why-its-not-the-vatican/,None Title/None Title/None Title
126,,,https://nypost.com/2023/12/13/news/trial-testimony-wraps-at-250-million-fraud-trial-against-trump/,None Title/None Title/None Title
127,,,https://nypost.com/2023/12/13/news/supreme-court-takes-jan-6-case-that-could-nix-trump-charges/,None Title/None Title/None Title
128,,,https://nypost.com/2023/12/13/news/man-allegedly-holds-atlanta-tv-news-crew-hostage-threatens-to-shoot-them/,None Title/None Title/None Title
129,,,https://nypost.com/2023/12/13/news/us-woman-kidnapped-in-guatemala-rescued-by-police/,None Title/None Title/None Title
130,,,https://nypost.com/2023/12/13/news/deputy-eic-of-putins-favorite-newspaper-found-dead-at-35/,None Title/None Title/None Title
131,,,https://nypost.com/2023/12/13/news/drone-footage-shows-hundreds-of-migrants-crossing-rio-grande/,None Title/None Title/None Title
132,,,https://nypost.com/2023/12/13/news/nj-man-found-naked-on-top-of-his-mothers-decapitated-body/,None Title/None Title/None Title
133,,,https://nypost.com/2023/12/13/news/ron-desantis-says-hed-rather-us-back-israel-over-ukraine/,None Title/None Title/None Title
134,,,https://nypost.com/2023/12/13/news/utah-couple-arrested-after-kitten-tests-positive-for-meth/,None Title/None Title/None Title
135,,,https://nypost.com/2023/12/13/news/man-blows-up-apartment-trying-to-kill-cockroach/,None Title/None Title/None Title
136,,,https://nypost.com/2023/12/13/news/supreme-court-to-decide-access-to-abortion-pill-mifepristone/,None Title/None Title/None Title
137,,,https://nypost.com/2023/12/13/news/thieves-wanted-deal-on-charges-as-stolen-items-were-on-sale/,None Title/None Title/None Title
138,,,https://nypost.com/2023/12/13/news/utah-woman-seen-hurling-abuse-at-interracial-family-pushing-pregnant-mom-in-stomach/,None Title/None Title/None Title
139,,,https://nypost.com/2023/12/13/news/gen-z-launches-its-own-political-party-in-australia-platform-includes-no-taxes-for-anyone-under-25/,None Title/None Title/None Title
140,,,https://nypost.com/2023/12/13/news/rodeo-star-jackson-williams-dies-duck-hunting-when-waders-fill-with-water-weigh-him-down/,None Title/None Title/None Title
141,,,https://nypost.com/2023/12/13/news/harvard-redefining-plagiarism-by-standing-by-claudine-gay-claims-academic-she-accused-of-copying/,None Title/None Title/None Title
142,,,https://nypost.com/2023/12/13/news/florida-school-board-asks-bridget-ziegler-to-resign/,None Title/None Title/None Title
143,,,https://www.nj.com/food/2023/12/dominican-chimi-pizza-is-a-pie-unlike-any-youve-had-in-nj.html,None Title
144,,,https://www.nj.com/news/2023/12/delaware-river-port-authority-wont-increase-tolls-for-the-13th-consecutive-year.html,None Title
145,,,https://www.nj.com/realestate-news/2023/12/nj-home-values-now-top-1m-in-these-40-towns-see-how-your-town-ranks.html,None Title
146,,,https://www.nj.com/highschoolsports/2023/12/south-jersey-times-girls-basketball-season-preview-2023-24.html,None Title
147,,,https://www.nj.com/cape-may-county/2023/12/time-has-run-out-to-try-man-in-1990-sex-assault-of-woman-found-dead-at-shore-court-rules.html,None Title
148,,,https://www.nj.com/weather/2023/12/potential-coastal-storm-could-bring-more-heavy-rain-strong-winds-to-nj-region.html,None Title
149,,,https://www.nj.com/realestate-news/2023/12/nj-home-values-now-top-1m-in-these-40-towns-see-how-your-town-ranks.html,None Title
150,,,https://www.nj.com/cape-may-county/2023/12/time-has-run-out-to-try-man-in-1990-sex-assault-of-woman-found-dead-at-shore-court-rules.html,None Title
151,,,https://www.nj.com/opinion/2023/12/why-do-away-with-this-boost-to-nj-police-letter.html,None Title
152,,,https://www.nj.com/cumberland/2023/12/man-pleads-guilty-to-nj-murder-he-committed-when-he-was-16.html,None Title
153,,,https://www.nj.com/highschoolsports/2023/12/south-jersey-times-girls-basketball-season-preview-2023-24.html,None Title
154,,,https://www.nj.com/business/2023/12/half-of-bubbakoos-burritos-100-restaurants-are-now-located-in-nj-after-its-latest-eatery-opens.html,None Title
155,,,https://www.nj.com/essex/2023/12/nj-bank-employ-stole-over-100k-in-social-security-benefits-from-deceased-customers-account.html,None Title
156,,,https://www.nj.com/news/2023/12/feds-give-671m-to-17-nj-towns-to-help-reduce-traffic-deaths.html,None Title
157,,,https://www.nj.com/education/2023/12/us-education-department-investigating-antisemitism-allegations-at-rutgers.html,None Title
158,,,https://www.nj.com/essex/2023/12/man-killed-in-west-orange-house-fire.html,None Title
159,,,https://www.nj.com/realestate-news/2023/12/nj-home-values-now-top-1m-in-these-40-towns-see-how-your-town-ranks.html,None Title
160,,,https://www.nj.com/entertainment/2023/12/nj-actor-andre-braugher-mourned-by-co-stars-from-homicide-life-on-the-street-brooklyn-nine-nine.html,None Title
161,,,https://www.nj.com/gloucester-county/2023/12/nj-family-wins-great-christmas-light-fight-with-epic-holiday-display.html,None Title
162,,,https://www.nj.com/opinion/2023/12/why-do-away-with-this-boost-to-nj-police-letter.html,None Title
163,,,https://www.nj.com/highschoolsports/2023/12/south-jersey-times-girls-basketball-season-preview-2023-24.html,None Title
164,,,https://www.nj.com/news/2023/12/feds-give-671m-to-17-nj-towns-to-help-reduce-traffic-deaths.html,None Title
165,,,https://www.nj.com/hudson/2023/12/secaucus-puts-limit-on-hotel-stays-to-prevent-guests-from-overstaying-their-welcome.html,None Title
166,,,https://www.nj.com/hudson/2023/12/mcgreevey-promises-overhaul-of-jersey-citys-911-center-new-technology-new-departments-if-elected.html,None Title
167,,,https://www.nj.com/hudson/2023/12/2023-a-breakout-year-for-hudson-county-hip-hop-testa.html,None Title
168,,,https://www.nj.com/opinion/2023/12/look-into-boulevard-easts-safety-illegal-parking-out-of-control-implement-voter-id-when-will-it-end-letters.html,None Title
169,,,https://www.nj.com/hudson/2023/12/proud-of-his-eight-years-on-hoboken-council-defusco-taking-a-break-before-next-political-challenge.html,None Title
170,,,https://www.nj.com/hudson/2023/12/nj-man-pretended-to-be-a-nurse-online-to-kidnap-stalk-4-women-feds-say.html,None Title
171,,,https://www.nj.com/business/2023/12/half-of-bubbakoos-burritos-100-restaurants-are-now-located-in-nj-after-its-latest-eatery-opens.html,None Title
172,,,https://www.nj.com/news/2023/12/donor-gifts-3-million-to-nj-university-to-fund-lgbtq-public-health.html,None Title
173,,,https://www.nj.com/monmouth/2023/12/man-fatally-struck-by-car-on-busy-monmouth-county-highway.html,None Title
174,,,https://www.nj.com/highschoolsports/2023/12/football-after-32-seasons-and-4-sectional-titles-mark-costantino-resigns-at-shore.html,None Title
175,,,https://www.nj.com/highschoolsports/2023/12/shore-conference-player-of-the-year-and-other-postseason-honors-2023.html,None Title
176,,,https://www.nj.com/monmouth/2023/12/2-residents-injured-during-nj-home-invasion.html,None Title
177,,,https://www.nj.com/realestate-news/2023/12/nj-home-values-now-top-1m-in-these-40-towns-see-how-your-town-ranks.html,None Title
178,,,https://www.nj.com/education/2023/12/voters-reject-plans-to-renovate-schools-in-3-nj-districts.html,None Title
179,,,https://www.nj.com/highschoolsports/2023/12/shore-conference-player-of-the-year-and-other-postseason-honors-2023.html,None Title
180,,,https://www.nj.com/weather/2023/12/potential-coastal-storm-could-bring-more-heavy-rain-strong-winds-to-nj-region.html,None Title
181,,,https://www.nj.com/education/2023/12/voters-reject-plans-to-renovate-schools-in-3-nj-districts.html,None Title
182,,,https://www.nj.com/ocean/2023/12/nj-man-suing-springsteen-over-album-cover-faces-separate-500k-employment-lawsuit.html,None Title
183,,,https://www.nj.com/realestate-news/2023/12/nj-home-values-now-top-1m-in-these-40-towns-see-how-your-town-ranks.html,None Title
184,,,https://www.nj.com/education/2023/12/voters-reject-plans-to-renovate-schools-in-3-nj-districts.html,None Title
185,,,https://www.nj.com/opinion/2023/12/why-do-away-with-this-boost-to-nj-police-letter.html,None Title
186,,,https://www.nj.com/highschoolsports/2023/12/south-jersey-times-girls-basketball-season-preview-2023-24.html,None Title
187,,,https://www.nj.com/realestate-news/2023/12/nj-home-values-now-top-1m-in-these-40-towns-see-how-your-town-ranks.html,None Title
188,,,https://www.nj.com/news/2023/12/woman-fell-asleep-in-lyft-car-and-woke-up-to-driver-sexually-assaulting-her-in-nj-cops-say.html,None Title
189,,,https://www.nj.com/news/2023/12/phillipsburg-school-bus-crash-followed-police-pursuit-from-nj-to-pa-and-back.html,None Title
190,,,https://www.nj.com/warren/2023/12/firefighter-watched-his-own-familys-barn-burn-down-like-a-bad-dream.html,None Title
191,,,https://www.washingtonpost.com/latest-headlines/,None Title
192,,,https://www.washingtonpost.com/latest-headlines/,None Title
193,,,https://www.washingtonpost.com/latest-headlines/,None Title
194,,,https://www.washingtonpost.com/latest-headlines/,None Title
195,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
196,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
197,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
198,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
199,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
200,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
201,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
202,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
203,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
204,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
205,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
206,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
207,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
208,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
209,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
210,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
211,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
212,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
213,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
214,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
215,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
216,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
217,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
218,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
219,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
220,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
221,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
222,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
223,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
224,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
225,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
226,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
227,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
228,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
229,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
230,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
231,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
232,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
233,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
234,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
235,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
236,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
237,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
238,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
239,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
240,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
241,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
242,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
243,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
244,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
245,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
246,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title
247,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
248,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
249,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
250,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
251,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
252,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
253,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
254,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
255,,,https://www.washingtonpost.com/latest-headlines/,None Title/None Title/None Title
256,,,https://www.washingtonpost.com/podcasts/post-live/cybersecurity-in-the-cloud-and-ai-era/,Article `download()` failed with 404 Client Error: Not Found for url: https://www.washingtonpost.com/podcasts/post-live/cybersecurity-in-the-cloud-and-ai-era/ on URL https://www.washingtonpost.com/podcasts/post-live/cybersecurity-in-the-cloud-and-ai-era/
257,,,https://www.fox5dc.com/tag/us/md,'NoneType' object has no attribute 'find'
